// 现代汉语语料库词语分词类频率表,,,,,,
// 语料规模:2000万字,,,,,,
// 只列入出现次数大于50次的词,,,,,,
// 下载自www.cncorpus.org语料库在线网站,,,,,,
// id,词语,词类标记,词类名称,出现次数,频率,累积频率
543,告诉,v,动词,2336,0.0244,51.44440000000005
544,第三,m,数词,2328,0.0244,51.46880000000005
545,处理,v,动词,2322,0.0243,51.49310000000005
546,全部,n,名词,2314,0.0242,51.51730000000005
547,自由,a,形容词,2313,0.0242,51.54150000000005
548,所谓,a,形容词,2311,0.0242,51.58990000000005
549,温度,n,名词,2311,0.0242,51.56570000000005
550,状态,n,名词,2303,0.0241,51.61400000000005
551,服务,v,动词,2298,0.024,51.63800000000005
552,土地,n,名词,2292,0.024,51.66200000000005
553,世纪,nt,时间名词,2290,0.024,51.68600000000005
554,城市,n,名词,2282,0.0239,51.70990000000005
555,哪,r,代词,2279,0.0238,51.73370000000005
556,词,n,名词,2275,0.0238,51.75750000000005
557,思维,n,名词,2275,0.0238,51.78130000000005
558,爱,v,动词,2265,0.0237,51.80500000000005
559,区,n,名词,2261,0.0237,51.82870000000005
560,进入,v,动词,2259,0.0236,51.85230000000005
561,这时,r,代词,2258,0.0236,51.87590000000005
562,有时,d,副词,2256,0.0236,51.89950000000005
563,七,m,数词,2256,0.0236,51.923100000000055
564,强,a,形容词,2255,0.0236,51.97030000000006
565,望,v,动词,2255,0.0236,51.94670000000006
566,事实,n,名词,2254,0.0236,51.99390000000006
567,材料,n,名词,2251,0.0236,52.01750000000006
568,些,q,量词,2248,0.0235,52.04100000000006
569,项,q,量词,2239,0.0234,52.11120000000007
570,从而,c,连词,2239,0.0234,52.087800000000065
571,不要,vu,能愿动词,2239,0.0234,52.06440000000006
572,采取,v,动词,2236,0.0234,52.13460000000007
573,事情,n,名词,2235,0.0234,52.15800000000007
574,总是,d,副词,2234,0.0234,52.181400000000075
575,充分,a,形容词,2233,0.0234,52.20480000000008
576,当,v,动词,2232,0.0234,52.22820000000008
577,特征,n,名词,2230,0.0233,52.25150000000008
578,那里,r,代词,2229,0.0233,52.27480000000008
579,如何,r,代词,2229,0.0233,52.298100000000076
580,反应,n,名词,2227,0.0233,52.321400000000075
581,仍,d,副词,2224,0.0233,52.344700000000074
582,得,vu,能愿动词,2221,0.0232,52.36790000000008
583,最后,n,名词,2217,0.0232,52.39110000000008
584,培养,v,动词,2216,0.0232,52.41430000000008
585,来说,v,动词,2215,0.0232,52.437500000000085
586,或者,c,连词,2214,0.0232,52.46070000000009
587,回来,vd,趋向动词,2211,0.0231,52.48380000000009
588,张,q,量词,2207,0.0231,52.50690000000009
589,不到,v,动词,2204,0.0231,52.530000000000086
590,国际,n,名词,2203,0.0231,52.553100000000086
591,积极,a,形容词,2195,0.023,52.57610000000009
592,某些,r,代词,2194,0.023,52.59910000000009
593,战争,n,名词,2183,0.0228,52.62190000000009
594,总,d,副词,2181,0.0228,52.644700000000086
595,往,p,介词,2178,0.0228,52.66750000000008
596,家庭,n,名词,2174,0.0227,52.69020000000008
597,提供,v,动词,2172,0.0227,52.71290000000008
598,难,a,形容词,2171,0.0227,52.73560000000008
599,有关,v,动词,2170,0.0227,52.758300000000084
600,准备,v,动词,2167,0.0227,52.781000000000084
601,事业,n,名词,2165,0.0227,52.803700000000084
602,党,n,名词,2164,0.0226,52.82630000000008
603,儿童,n,名词,2158,0.0226,52.84890000000008
604,创作,v,动词,2157,0.0226,52.871500000000076
605,农村,n,名词,2156,0.0226,52.89410000000007
606,实际,a,形容词,2152,0.0225,52.916600000000074
607,保证,v,动词,2151,0.0225,52.939100000000074
608,进一步,v,动词,2149,0.0225,52.961600000000075
609,集中,v,动词,2147,0.0225,52.984100000000076
610,买,v,动词,2145,0.0224,53.006500000000074
611,谈,v,动词,2143,0.0224,53.02890000000007
612,活动,n,名词,2141,0.0224,53.05130000000007
613,空气,n,名词,2126,0.0222,53.07350000000007
614,动作,n,名词,2125,0.0222,53.095700000000065
615,万,m,数词,2119,0.0222,53.11790000000006
616,体,n,名词,2119,0.0222,53.14010000000006
617,应当,vu,能愿动词,2117,0.0222,53.16230000000006
618,采用,v,动词,2116,0.0221,53.18440000000006
619,理解,v,动词,2113,0.0221,53.20650000000006
620,年代,nt,时间名词,2110,0.0221,53.228600000000064
621,母亲,n,名词,2103,0.022,53.25060000000006
622,站,v,动词,2099,0.022,53.27260000000006
623,增长,v,动词,2094,0.0219,53.29450000000006
624,百,m,数词,2091,0.0219,53.316400000000066
625,近,a,形容词,2090,0.0219,53.33830000000007
626,称为,v,动词,2087,0.0218,53.36010000000007
627,内部,nd,方位名词,2087,0.0218,53.381900000000066
628,搞,v,动词,2085,0.0218,53.403700000000065
629,过,v,动词,2081,0.0218,53.42550000000006
630,构成,v,动词,2079,0.0218,53.44730000000006
631,掌握,v,动词,2075,0.0217,53.469000000000065
632,门,n,名词,2072,0.0217,53.49070000000007
633,又是,vl,联系动词,2071,0.0217,53.51240000000007
634,复杂,a,形容词,2070,0.0217,53.53410000000007
635,干,v,动词,2069,0.0217,53.555800000000076
636,过,vd,趋向动词,2068,0.0216,53.577400000000075
637,所有,a,形容词,2065,0.0216,53.599000000000075
638,观点,n,名词,2062,0.0216,53.620600000000074
639,地球,n,名词,2062,0.0216,53.642200000000074
640,相同,a,形容词,2062,0.0216,53.66380000000007
641,资金,n,名词,2050,0.0215,53.685300000000076
642,合理,a,形容词,2044,0.0214,53.706700000000076
643,一直,d,副词,2035,0.0213,53.72800000000007
644,适应,v,动词,2033,0.0213,53.74930000000007
645,反对,v,动词,2029,0.0212,53.77050000000007
646,信息,n,名词,2028,0.0212,53.79170000000007
647,互相,d,副词,2028,0.0212,53.81290000000007
648,运用,v,动词,2027,0.0212,53.85530000000007
649,层,q,量词,2027,0.0212,53.83410000000007
650,感情,n,名词,2024,0.0212,53.87650000000007
651,段,q,量词,2023,0.0212,53.89770000000007
652,坚持,v,动词,2022,0.0212,53.91890000000007
653,属于,v,动词,2021,0.0211,53.94000000000007
654,相互,d,副词,2018,0.0211,53.961100000000066
655,队,n,名词,2017,0.0211,53.98220000000006
656,生,v,动词,2014,0.0211,54.02440000000006
657,父亲,n,名词,2014,0.0211,54.00330000000006
658,不少,a,形容词,2011,0.021,54.04540000000006
659,面,n,名词,2002,0.0209,54.066300000000055
660,电子,n,名词,2001,0.0209,54.08720000000005
661,人员,n,名词,1999,0.0209,54.10810000000005
662,只要,vu,能愿动词,1998,0.0209,54.12900000000005
663,发挥,v,动词,1996,0.0209,54.149900000000045
664,形象,n,名词,1994,0.0209,54.17080000000004
665,分布,v,动词,1991,0.0208,54.191600000000044
666,身体,n,名词,1990,0.0208,54.212400000000045
667,生命,n,名词,1984,0.0208,54.233200000000046
668,生长,v,动词,1972,0.0206,54.25380000000005
669,名,n,名词,1970,0.0206,54.27440000000005
670,选择,v,动词,1970,0.0206,54.29500000000005
671,路,n,名词,1970,0.0206,54.31560000000005
672,物,n,名词,1966,0.0206,54.336200000000055
673,舞蹈,n,名词,1964,0.0206,54.35680000000006
674,旧,a,形容词,1964,0.0206,54.37740000000006
675,促进,v,动词,1964,0.0206,54.39800000000006
676,功能,n,名词,1958,0.0205,54.41850000000006
677,妈妈,n,名词,1958,0.0205,54.43900000000006
678,跑,v,动词,1954,0.0204,54.45940000000006
679,早,a,形容词,1954,0.0204,54.47980000000006
680,物体,n,名词,1954,0.0204,54.50020000000006
681,很多,a,形容词,1952,0.0204,54.520600000000066
682,常常,d,副词,1944,0.0203,54.540900000000065
683,力,n,名词,1942,0.0203,54.56120000000006
684,怕,v,动词,1939,0.0203,54.58150000000006
685,首先,d,副词,1937,0.0203,54.60180000000006
686,米,q,量词,1933,0.0202,54.622000000000064
687,北京,ns,地名,1931,0.0202,54.64220000000007
688,逐渐,d,副词,1931,0.0202,54.66240000000007
689,无产阶级,n,名词,1929,0.0202,54.68260000000007
690,新闻,n,名词,1929,0.0202,54.702800000000074
691,人口,n,名词,1925,0.0201,54.722900000000074
692,似乎,d,副词,1923,0.0201,54.74300000000007
693,概念,n,名词,1921,0.0201,54.76310000000007
694,分之,u,助词,1920,0.0201,54.78320000000007
695,代表,n,名词,1917,0.0201,54.80330000000007
696,现代,nt,时间名词,1916,0.02,54.84330000000008
697,只能,vu,能愿动词,1916,0.02,54.823300000000074
698,统一,v,动词,1914,0.02,54.86330000000008
699,未,d,副词,1912,0.02,54.883300000000084
700,间,n,名词,1911,0.02,54.90330000000009
701,太阳,n,名词,1903,0.0199,54.92320000000009
702,帮助,v,动词,1896,0.0198,54.94300000000008
703,组织,v,动词,1894,0.0198,54.96280000000008
704,迅速,a,形容词,1891,0.0198,54.982600000000076
705,红,a,形容词,1887,0.0197,55.002300000000076
706,光,n,名词,1886,0.0197,55.02200000000008
707,一部分,n,名词,1884,0.0197,55.04170000000008
708,人家,r,代词,1883,0.0197,55.06140000000008
709,特殊,a,形容词,1881,0.0197,55.08110000000008
710,广大,a,形容词,1879,0.0197,55.10080000000008
711,数,n,名词,1876,0.0196,55.120400000000075
712,步,n,名词,1870,0.0196,55.14000000000007
713,式,k,后接成分,1865,0.0195,55.15950000000007
714,线,n,名词,1864,0.0195,55.198500000000074
715,解释,v,动词,1864,0.0195,55.17900000000007
716,效果,n,名词,1859,0.0195,55.218000000000075
717,刚,d,副词,1857,0.0194,55.23740000000007
718,件,q,量词,1855,0.0194,55.25680000000007
719,完全,a,形容词,1850,0.0194,55.27620000000007
720,咱们,r,代词,1850,0.0194,55.295600000000064
721,简单,a,形容词,1848,0.0193,55.314900000000065
722,身上,nl,处所名词,1847,0.0193,55.33420000000007
723,扩大,v,动词,1839,0.0192,55.353400000000065
724,姑娘,n,名词,1834,0.0192,55.37260000000006
725,会议,n,名词,1834,0.0192,55.39180000000006
726,小,h,前接成分,1829,0.0191,55.41090000000006
727,传统,n,名词,1823,0.0191,55.430000000000064
728,非,d,副词,1819,0.019,55.44900000000006
729,亦,d,副词,1814,0.019,55.46800000000006
730,句,n,名词,1813,0.019,55.48700000000006
731,行,v,动词,1812,0.019,55.50600000000006
732,现实,n,名词,1811,0.019,55.525000000000055
733,证明,v,动词,1810,0.0189,55.54390000000006
734,保护,v,动词,1810,0.0189,55.56280000000006
735,别人,r,代词,1807,0.0189,55.58170000000006
736,离开,v,动词,1805,0.0189,55.600600000000064
737,标准,n,名词,1802,0.0189,55.619500000000066
738,表现,n,名词,1801,0.0188,55.638300000000065
739,意见,n,名词,1799,0.0188,55.67590000000006
740,保持,v,动词,1799,0.0188,55.657100000000064
741,苏联,ns,地名,1798,0.0188,55.69470000000006
742,正是,vl,联系动词,1797,0.0188,55.71350000000006
743,别,d,副词,1795,0.0188,55.73230000000006
744,教师,n,名词,1795,0.0188,55.75110000000006
745,如此,r,代词,1791,0.0187,55.76980000000006
746,远,a,形容词,1786,0.0187,55.78850000000006
747,常,d,副词,1784,0.0187,55.807200000000066
748,丰富,a,形容词,1781,0.0186,55.825800000000065
749,道德,n,名词,1779,0.0186,55.844400000000064
750,原子,n,名词,1778,0.0186,55.86300000000006
751,职工,n,名词,1778,0.0186,55.88160000000006
752,啊,u,助词,1774,0.0186,55.90020000000006
753,按照,p,介词,1773,0.0186,55.91880000000006
754,减少,v,动词,1773,0.0186,55.93740000000006
755,过去,vd,趋向动词,1772,0.0185,55.97440000000007
756,除了,p,介词,1772,0.0185,55.955900000000064
757,靠,v,动词,1771,0.0185,55.99290000000007
758,生物,n,名词,1771,0.0185,56.01140000000007
759,吸收,v,动词,1771,0.0185,56.029900000000076
760,努力,v,动词,1763,0.0184,56.048300000000076
761,意识,n,名词,1754,0.0184,56.066700000000075
762,资源,n,名词,1752,0.0183,56.10330000000008
763,仍然,d,副词,1752,0.0183,56.08500000000008
764,明显,a,形容词,1751,0.0183,56.121600000000086
765,化学,n,名词,1749,0.0183,56.13990000000009
766,座,q,量词,1748,0.0183,56.15820000000009
767,战士,n,名词,1745,0.0183,56.1765000000001
768,质,n,名词,1745,0.0183,56.1948000000001
769,目标,n,名词,1742,0.0182,56.2130000000001
770,几乎,d,副词,1742,0.0182,56.2312000000001
771,客观,a,形容词,1742,0.0182,56.2494000000001
772,确定,v,动词,1739,0.0182,56.2676000000001
773,该,vu,能愿动词,1738,0.0182,56.2858000000001
774,平均,a,形容词,1735,0.0182,56.3040000000001
775,领导,v,动词,1734,0.0181,56.3221000000001
776,花,n,名词,1733,0.0181,56.35830000000009
777,脸,n,名词,1733,0.0181,56.340200000000095
778,英国,ns,地名,1725,0.0181,56.37640000000009
779,困难,n,名词,1722,0.018,56.39440000000009
780,虽,c,连词,1720,0.018,56.41240000000009
781,本身,n,名词,1720,0.018,56.43040000000009
782,接受,v,动词,1716,0.018,56.44840000000009
783,这次,r,代词,1710,0.0179,56.46630000000009
784,高度,n,名词,1708,0.0179,56.502100000000084
785,突然,d,副词,1708,0.0179,56.48420000000009
786,动,v,动词,1706,0.0179,56.52000000000008
787,高兴,a,形容词,1703,0.0178,56.555600000000084
788,帝国主义,n,名词,1703,0.0178,56.53780000000008
789,不可,vu,能愿动词,1702,0.0178,56.573400000000085
790,该,r,代词,1702,0.0178,56.591200000000086
791,厂,n,名词,1700,0.0178,56.60900000000009
792,可是,d,副词,1699,0.0178,56.62680000000009
793,手段,n,名词,1697,0.0178,56.64460000000009
794,只有,d,副词,1695,0.0177,56.66230000000009
795,得,v,动词,1692,0.0177,56.680000000000085
796,跟,c,连词,1687,0.0177,56.69770000000008
797,各个,r,代词,1680,0.0176,56.715300000000084
798,天,n,名词,1680,0.0176,56.732900000000086
799,态度,n,名词,1678,0.0176,56.75050000000009
800,不知,v,动词,1677,0.0175,56.768000000000086
801,理想,n,名词,1675,0.0175,56.785500000000084
802,公司,n,名词,1673,0.0175,56.80300000000008
803,要求,n,名词,1673,0.0175,56.82050000000008
804,计算,v,动词,1670,0.0175,56.83800000000008
805,观念,n,名词,1669,0.0175,56.85550000000008
806,一天,nt,时间名词,1667,0.0174,56.87290000000008
807,风,n,名词,1664,0.0174,56.89030000000008
808,设备,n,名词,1663,0.0174,56.907700000000084
809,下来,vd,趋向动词,1661,0.0174,56.925100000000086
810,角,n,名词,1659,0.0174,56.94250000000009
811,最大,a,形容词,1658,0.0174,56.95990000000009
812,来,u,助词,1658,0.0174,56.97730000000009
813,美,a,形容词,1656,0.0173,56.99460000000009
814,回答,v,动词,1656,0.0173,57.01190000000009
815,多,d,副词,1652,0.0173,57.02920000000009
816,上面,nd,方位名词,1652,0.0173,57.04650000000009
817,要,v,动词,1650,0.0173,57.063800000000086
818,对,a,形容词,1648,0.0172,57.08100000000009
819,部队,n,名词,1647,0.0172,57.09820000000009
820,穿,v,动词,1640,0.0172,57.11540000000009
821,约,d,副词,1640,0.0172,57.132600000000096
822,进,v,动词,1632,0.0171,57.149700000000095
823,应用,v,动词,1628,0.017,57.1667000000001
824,指导,v,动词,1627,0.017,57.1837000000001
825,妇女,n,名词,1625,0.017,57.23470000000011
826,考虑,v,动词,1625,0.017,57.21770000000011
827,以为,v,动词,1625,0.017,57.200700000000104
828,加以,v,动词,1623,0.017,57.25170000000011
829,办,v,动词,1621,0.017,57.268700000000116
830,独立,v,动词,1620,0.017,57.28570000000012
831,面前,nd,方位名词,1620,0.017,57.30270000000012
832,就要,vu,能愿动词,1614,0.0169,57.31960000000012
833,介绍,v,动词,1612,0.0169,57.33650000000012
834,家里,nl,处所名词,1603,0.0168,57.353300000000125
835,说话,v,动词,1603,0.0168,57.37010000000013
836,破坏,v,动词,1599,0.0167,57.38680000000013
837,资料,n,名词,1598,0.0167,57.40350000000013
838,省,n,名词,1598,0.0167,57.42020000000013
839,统治,v,动词,1597,0.0167,57.45360000000013
840,下,v,动词,1597,0.0167,57.43690000000013
841,道,v,动词,1592,0.0167,57.47030000000013
842,措施,n,名词,1591,0.0166,57.48690000000013
843,分配,v,动词,1588,0.0166,57.50350000000012
844,同样,a,形容词,1586,0.0166,57.52010000000012
845,成立,v,动词,1586,0.0166,57.53670000000012
846,训练,v,动词,1586,0.0166,57.553300000000114
847,二十,m,数词,1581,0.0165,57.569800000000114
848,竟,d,副词,1580,0.0165,57.586300000000115
849,中央,n,名词,1578,0.0165,57.602800000000116
850,重大,a,形容词,1576,0.0165,57.619300000000116
851,气,n,名词,1575,0.0165,57.63580000000012
852,清楚,a,形容词,1571,0.0164,57.652200000000114
853,终于,d,副词,1570,0.0164,57.66860000000011
854,数量,n,名词,1570,0.0164,57.68500000000011
855,商业,n,名词,1568,0.0164,57.701400000000106
856,副,h,前接成分,1562,0.0163,57.71770000000011
857,今年,nt,时间名词,1559,0.0163,57.73400000000011
858,过来,vd,趋向动词,1554,0.0163,57.75030000000011
859,加,v,动词,1551,0.0162,57.76650000000011
860,胜利,v,动词,1551,0.0162,57.782700000000105
861,普遍,a,形容词,1550,0.0162,57.7989000000001
862,重视,v,动词,1549,0.0162,57.8151000000001
863,先进,a,形容词,1543,0.0161,57.8312000000001
864,发,v,动词,1540,0.0161,57.847300000000104
865,若,c,连词,1537,0.0161,57.863400000000105
866,想到,v,动词,1535,0.0161,57.87950000000011
867,改造,v,动词,1533,0.016,57.895500000000105
868,仅,d,副词,1528,0.016,57.9115000000001
869,平衡,a,形容词,1528,0.016,57.9275000000001
870,讨论,v,动词,1526,0.016,57.9435000000001
871,位置,n,名词,1526,0.016,57.9595000000001
872,革命,n,名词,1524,0.0159,57.9754000000001
873,希望,v,动词,1522,0.0159,58.007200000000104
874,军事,n,名词,1522,0.0159,58.023100000000106
875,及其,c,连词,1522,0.0159,57.9913000000001
876,上述,v,动词,1520,0.0159,58.03900000000011
877,权利,n,名词,1520,0.0159,58.05490000000011
878,自,p,介词,1518,0.0159,58.07080000000011
879,老师,n,名词,1517,0.0159,58.086700000000114
880,口,n,名词,1515,0.0159,58.102600000000116
881,儿子,n,名词,1514,0.0158,58.118400000000115
882,算,v,动词,1505,0.0157,58.13410000000012
883,集体,n,名词,1505,0.0157,58.14980000000012
884,经过,v,动词,1502,0.0157,58.16550000000012
885,黑,a,形容词,1500,0.0157,58.181200000000125
886,之中,nd,方位名词,1500,0.0157,58.19690000000013
887,场,q,量词,1499,0.0157,58.22830000000013
888,左右,n,名词,1499,0.0157,58.21260000000013
889,一起,d,副词,1498,0.0157,58.244000000000135
890,喜欢,v,动词,1496,0.0157,58.25970000000014
891,真,a,形容词,1496,0.0157,58.27540000000014
892,巨大,a,形容词,1496,0.0157,58.29110000000014
893,作出,v,动词,1495,0.0156,58.30670000000014
894,根,n,名词,1493,0.0156,58.32230000000014
895,长期,nt,时间名词,1491,0.0156,58.33790000000014
896,号,n,名词,1490,0.0156,58.35350000000014
897,发出,v,动词,1487,0.0156,58.36910000000014
898,达,v,动词,1484,0.0155,58.38460000000014
899,体系,n,名词,1483,0.0155,58.400100000000144
900,还要,v,动词,1482,0.0155,58.41560000000015
901,爸爸,n,名词,1479,0.0155,58.43110000000015
902,宗教,n,名词,1477,0.0155,58.44660000000015
903,在于,v,动词,1475,0.0154,58.46200000000015
904,鱼,n,名词,1471,0.0154,58.47740000000015
905,拉,v,动词,1470,0.0154,58.49280000000015
906,根本,d,副词,1470,0.0154,58.50820000000015
907,县,n,名词,1469,0.0154,58.52360000000015
908,错误,n,名词,1469,0.0154,58.53900000000015
909,调节,v,动词,1469,0.0154,58.55440000000015
910,忽然,d,副词,1468,0.0154,58.58520000000015
911,必要,a,形容词,1468,0.0154,58.56980000000015
912,自然,n,名词,1467,0.0154,58.60060000000015
913,比较,v,动词,1465,0.0153,58.631200000000156
914,机关,n,名词,1465,0.0153,58.61590000000015
915,每个,r,代词,1464,0.0153,58.64650000000016
916,稳定,a,形容词,1463,0.0153,58.66180000000016
917,本质,n,名词,1463,0.0153,58.677100000000166
918,执行,v,动词,1461,0.0153,58.69240000000017
919,据,p,介词,1459,0.0153,58.70770000000017
920,以前,nt,时间名词,1454,0.0152,58.72290000000017
